,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Category
44,Douglass,38.84757145,-76.97964457,Perfect Nails,4cf9747034c1a09382203a0e,38.846301000000004,-76.980746,Spa
45,Douglass,38.84757145,-76.97964457,Dots Fashion,4be5eaa02457a5932537ac15,38.846075,-76.981189,Women's Store
46,Douglass,38.84757145,-76.97964457,Frye Consulting Group,5c1bfeb367e5f2002c27a793,38.849406,-76.981288,Business Service
47,Woodland,38.85655424,-76.97392561,Anacostia Community Museum,4b4cd6d6f964a52015c126e3,38.85672843484337,-76.97689924873403,Museum
48,Woodland,38.85655424,-76.97392561,Anacostia Art Gallery & Boutique,4c842d686e8c952165126b64,38.856265,-76.97528100000001,Art Gallery
49,Woodland,38.85655424,-76.97392561,Fort Stanton Park,4cd170596200b1f73dd8d928,38.85754096203132,-76.97826599027789,Park
50,Woodland,38.85655424,-76.97392561,Fort Stanton Recreation Center,56d8c6becd108d4b2da55ea1,38.857118,-76.97881600000001,Recreation Center
51,Garfield Heights,38.85408512,-76.97221327,Anacostia Art Gallery & Boutique,4c842d686e8c952165126b64,38.856265,-76.97528100000001,Art Gallery
52,Garfield Heights,38.85408512,-76.97221327,Downtown Chicken,4d87defd76e1236ac35de642,38.850802295838605,-76.97474450962422,Wings Joint
53,Garfield Heights,38.85408512,-76.97221327,Dollar Plus and Groceries,4e07a32345ddb2875c4c2282,38.850471999999996,-76.975059,Convenience Store
54,Garfield Heights,38.85408512,-76.97221327,Douglass Community Recreation Center,4f7b233de4b0ec7f4be89596,38.85221816228786,-76.97741094363015,Park
55,Near Southeast,38.87838447,-77.00062711,Cornercopia,4ae04a3cf964a5207d7e21e3,38.87833887482248,-77.00209968853517,Deli / Bodega
56,Near Southeast,38.87838447,-77.00062711,Canal Park,4bdc3fd03904a59350574d9e,38.87790431703141,-77.00325965881348,Park
57,Near Southeast,38.87838447,-77.00062711,Harris Teeter,543840da498e299b6026aff7,38.87619929880294,-77.00039585450284,Supermarket
58,Near Southeast,38.87838447,-77.00062711,Wiseguy Pizza,5bb39415178a2a002c4581d9,38.87701177301418,-77.00323151034354,Pizza Place
59,Near Southeast,38.87838447,-77.00062711,Bluejacket Brewery,5207aa8111d28afd3b21cf3f,38.87516890554908,-77.00077325105667,Brewery
60,Near Southeast,38.87838447,-77.00062711,Lot 38 Espresso Bar,4ec311d246903b51c3c7f3e8,38.877688,-77.003767,Coffee Shop
61,Near Southeast,38.87838447,-77.00062711,VIDA Fitness,5422e6af498e9e064d434ef0,38.87498972308532,-77.0002377005753,Gym / Fitness Center
62,Near Southeast,38.87838447,-77.00062711,Penthouse Pool and Lounge,554431e6498e731178a75e67,38.875249425907654,-77.00018637045478,Pool
63,Near Southeast,38.87838447,-77.00062711,sweetgreen,539fa767498e35589fca754f,38.8751,-77.0003223,Salad Place
64,Near Southeast,38.87838447,-77.00062711,Bethesda Bagels,5932a800340a587e436637a1,38.87657647622877,-77.00488503296945,Bagel Shop
65,Near Southeast,38.87838447,-77.00062711,Whole Foods Market,5bc790c5835c9a002cf891d7,38.880480355234496,-77.00479531725239,Grocery Store
66,Near Southeast,38.87838447,-77.00062711,Nando's Peri-Peri,520a756911d20ef0a74a329b,38.875113778629824,-77.00117290019988,Portuguese Restaurant
67,Near Southeast,38.87838447,-77.00062711,Slipstream,5928a27f9ec3990ab126e59d,38.87938451278179,-77.00540301120128,Café
68,Near Southeast,38.87838447,-77.00062711,Biker Barre,4fabc2740039cb4d16e4e7e8,38.88006807877894,-76.99596446761717,Gym / Fitness Center
69,Near Southeast,38.87838447,-77.00062711,TaKorean,53ecf267498eded9dcece192,38.87528166504957,-77.00019121170044,Taco Place
70,Near Southeast,38.87838447,-77.00062711,Philz Coffee,5735edc5498e8df1c9506233,38.87431363224861,-77.00088027361069,Coffee Shop
71,Near Southeast,38.87838447,-77.00062711,Five Guys,49e87473f964a5204d651fe3,38.8773244,-77.0036979,Burger Joint
72,Near Southeast,38.87838447,-77.00062711,District Doughnut,53b053d8498ef536313c9dec,38.87962485779243,-76.99521839618683,Donut Shop
73,Near Southeast,38.87838447,-77.00062711,Steadfast Supply,58011b6938facdba581a6fa4,38.874331,-77.000912,Clothing Store
74,Near Southeast,38.87838447,-77.00062711,The Juice Laundry,59a02a8975eee445406e0c72,38.8743105,-77.0009366,Juice Bar
75,Near Southeast,38.87838447,-77.00062711,Harry's Reserve Fine Wine & Spirits,4d9658037cfc1456bd752df6,38.87921484804848,-77.00542780047218,Liquor Store
76,Near Southeast,38.87838447,-77.00062711,The Brig,576478a8498ea13a28488ea0,38.877754,-76.995258,Beer Garden
77,Near Southeast,38.87838447,-77.00062711,Garfield Park,4bc21dbab492d13ae2fca660,38.88154580068334,-77.00441837310791,Park
78,Near Southeast,38.87838447,-77.00062711,Potbelly Sandwich Shop,4f44ef51d5fb7b1c19bb8d18,38.87473085401066,-77.0017649067459,Sandwich Place
79,Near Southeast,38.87838447,-77.00062711,Food Truck Stand @ Navy Yard,4f05dcea9adf79d873a50d8d,38.877288510944354,-77.00609672749714,Food Truck
80,Near Southeast,38.87838447,-77.00062711,Sushi Hachi,59e2aa4dc4df1d667eacb19d,38.880041,-76.995334,Sushi Restaurant
81,Near Southeast,38.87838447,-77.00062711,Torai,5a4674b0c4df1d5eb238418e,38.879573,-76.995216,Sushi Restaurant
82,Near Southeast,38.87838447,-77.00062711,Headbangers Boxing Gym,4e92152fc2eebfc9d6c68475,38.877268,-76.998391,Gym / Fitness Center
83,Near Southeast,38.87838447,-77.00062711,Washington Navy Yard Navy Exchange (NEX),4eeb9132a69dd7c5b50fd9fb,38.87507444038564,-76.9971092433972,Convenience Store
84,Near Southeast,38.87838447,-77.00062711,District Donut,5393336b498e1437ff5510b7,38.87963104248047,-76.99527740478516,Donut Shop
85,Near Southeast,38.87838447,-77.00062711,Capital Bikeshare - Barracks Row,4c9d4c1d46978cfa7b76967f,38.87943628021543,-76.9951238083635,Bike Rental / Bike Share
86,Near Southeast,38.87838447,-77.00062711,7th & L Street Market,4c0172c258dbc928c460ee6b,38.877242131018086,-76.99508443680256,Convenience Store
87,Capitol Hill,38.88362076,-76.99847748,Labyrinth Games & Puzzles,4cefd7d0b80da09318a42e00,38.884594146933125,-76.9968330860138,Toy / Game Store
88,Capitol Hill,38.88362076,-76.99847748,Beuchert's Saloon,50ddff55e4b03fabdf051f03,38.88510620027779,-76.99754606673183,American Restaurant
89,Capitol Hill,38.88362076,-76.99847748,The Flea Market at Eastern Market,4a637b5bf964a52023c51fe3,38.88512406123133,-76.99619302772342,Flea Market
90,Capitol Hill,38.88362076,-76.99847748,ChiKo,595ffbf103132020d46eb079,38.88304859757655,-76.99503612145953,Chinese Restaurant
91,Capitol Hill,38.88362076,-76.99847748,Peregrine Espresso,49ba773ef964a52065531fe3,38.885169,-76.996301,Coffee Shop
92,Capitol Hill,38.88362076,-76.99847748,Skin Beauty Bar,4bd096bbb221c9b6c7fed3d0,38.88361311500241,-76.9949532968252,Spa
93,Capitol Hill,38.88362076,-76.99847748,Barrel,52d89cc9498e31e45143fff0,38.88529643779167,-76.99777854704647,Whisky Bar
94,Capitol Hill,38.88362076,-76.99847748,Matchbox Vintage Pizza Bistro,4adb7c9cf964a520112821e3,38.8820918,-76.9951762,Pizza Place
95,Capitol Hill,38.88362076,-76.99847748,Radici,535144c811d23ed68b4c0675,38.8858566,-76.99636339999999,Italian Restaurant
96,Capitol Hill,38.88362076,-76.99847748,Ted's Bulletin,4b7ae6d6f964a520e9442fe3,38.88247620736948,-76.99514162612523,American Restaurant
97,Capitol Hill,38.88362076,-76.99847748,East City Bookshop,572501d4498e96aa91288986,38.88475332895294,-76.99677068430618,Bookstore
98,Capitol Hill,38.88362076,-76.99847748,Marion Park (AKA Turtle Park),4be45f52cf200f47a8dd113c,38.883017141094676,-76.99987080022139,Playground
99,Capitol Hill,38.88362076,-76.99847748,Cava Mezze,4a58bc70f964a520bcb71fe3,38.881907015665305,-76.99524790048599,Greek Restaurant
100,Capitol Hill,38.88362076,-76.99847748,Capitol Hill Books,4aeb489cf964a52087c021e3,38.885880259269776,-76.99656218290329,Bookstore
101,Capitol Hill,38.88362076,-76.99847748,Eastern Market,445eedc7f964a520fc321fe3,38.88654108953132,-76.99627973961427,Farmers Market
102,Capitol Hill,38.88362076,-76.99847748,Mr. Henry's Restaurant,40b13b00f964a520b0f41ee3,38.885289042780414,-76.99835658613786,American Restaurant
103,Capitol Hill,38.88362076,-76.99847748,Bullfrog Bagels,57d4058c498e4ecc015aa6ee,38.88560129931687,-76.99629683321412,Bagel Shop
104,Capitol Hill,38.88362076,-76.99847748,Dupont Threading,50df2129e4b08361bd8d8344,38.88505275247917,-76.99761411426292,Salon / Barbershop
105,Capitol Hill,38.88362076,-76.99847748,Captain Cookie and the Milk Man,4fc8e616e4b03339a6a04422,38.884979007256426,-76.99629932480778,Food Truck
106,Capitol Hill,38.88362076,-76.99847748,The Sweet Lobby,4df1486322718759f81641ec,38.8835942726393,-76.99495245070658,Bakery
107,Capitol Hill,38.88362076,-76.99847748,Ambar Balkan Cuisine,50c62fe9e4b078192331546a,38.882070045263234,-76.99514310674265,Eastern European Restaurant
108,Capitol Hill,38.88362076,-76.99847748,Hank's Oyster Bar,537d6556498e89c92fc83d5b,38.88496824559823,-76.997185024013,Seafood Restaurant
109,Capitol Hill,38.88362076,-76.99847748,Trader Joe's,59a9fb2e26659b3259c35e15,38.88466820315038,-76.9955181017756,Grocery Store
110,Capitol Hill,38.88362076,-76.99847748,DCanter -- A Wine Boutique,51e59813498ea20c033202bb,38.88139638231453,-76.99512143022986,Wine Shop
111,Capitol Hill,38.88362076,-76.99847748,Ophelia's,58570cc79dc8d068299ca6ce,38.88264966661476,-76.9951574410489,Seafood Restaurant
112,Capitol Hill,38.88362076,-76.99847748,Little Pearl,5a3539e8e57ca647283863d7,38.88323324257738,-76.99359549643728,Coffee Shop
113,Capitol Hill,38.88362076,-76.99847748,Capitol Hill Yoga,4b54f1eff964a5207fd427e3,38.884887604272926,-76.99692306483828,Yoga Studio
114,Capitol Hill,38.88362076,-76.99847748,Sanphan Thai Cuisine,4ae0f625f964a520178421e3,38.884736068516744,-76.99657673914876,Thai Restaurant
115,Capitol Hill,38.88362076,-76.99847748,SEPHORA,5b2acd73234724002c6cf8e6,38.8849585,-76.9959704,Cosmetics Shop
116,Capitol Hill,38.88362076,-76.99847748,Rose's Luxury,523db723498ed9c5e025a588,38.880659828533844,-76.99517486409908,New American Restaurant
117,Capitol Hill,38.88362076,-76.99847748,Capitol Hill Arts Workshop,4b05d664f964a52021e422e3,38.881452366146156,-76.99634994484103,Art Gallery
118,Capitol Hill,38.88362076,-76.99847748,William H. Rumsey Aquatic Center,4aeaf0def964a520d0bc21e3,38.886754434980695,-76.99687361832613,Pool
119,Capitol Hill,38.88362076,-76.99847748,The Market Lunch,4ad20de2f964a52012df20e3,38.886566977193795,-76.99639432237586,Breakfast Spot
120,Capitol Hill,38.88362076,-76.99847748,Belga Cafe,4a61ffbaf964a520cdc21fe3,38.882185681090746,-76.99490593329081,Belgian Restaurant
121,Capitol Hill,38.88362076,-76.99847748,Biker Barre,4fabc2740039cb4d16e4e7e8,38.88006807877894,-76.99596446761717,Gym / Fitness Center
122,Capitol Hill,38.88362076,-76.99847748,Seward Square,4b97d636f964a520051935e3,38.88639174744114,-76.9995277181654,Park
123,Capitol Hill,38.88362076,-76.99847748,Pineapple and Pearls,56bc950e498e82fc5478ebfc,38.88067720685155,-76.99518620967865,Restaurant
124,Capitol Hill,38.88362076,-76.99847748,La Plaza,4b09da40f964a520bc1e23e3,38.885050137414545,-76.99727385115273,Mexican Restaurant
125,Capitol Hill,38.88362076,-76.99847748,Barracks Row,4c3ce33d17f2ef3b043981f4,38.88145456663173,-76.99497194655814,Plaza
126,Capitol Hill,38.88362076,-76.99847748,Harold Black,50d26845e4b006c46d3cecf1,38.8869112022743,-76.99609340155726,Speakeasy
127,Capitol Hill,38.88362076,-76.99847748,Crepes at the Market,4b5c718cf964a5201c3029e3,38.887143767579516,-76.99623183134833,Food Truck
128,Capitol Hill,38.88362076,-76.99847748,&pizza,5806860f38fa8c7a5212cb78,38.88349691720432,-76.99524101684801,Pizza Place
129,Capitol Hill,38.88362076,-76.99847748,Tune Inn Restaurant & Bar,40b13b00f964a52046f31ee3,38.886373297171765,-77.00101412378245,Dive Bar
130,Capitol Hill,38.88362076,-76.99847748,Betsy,55904744498e1c64e3f4c61c,38.882193063220974,-76.99445396661758,Cocktail Bar
131,Capitol Hill,38.88362076,-76.99847748,Tortilla Cafe,4b098e41f964a520571923e3,38.886978447154824,-76.99595600366591,Latin American Restaurant
132,Capitol Hill,38.88362076,-76.99847748,"We, The Pizza",4c3515d97cc0c9b65f7cf49a,38.88677505907044,-77.0017475207143,Pizza Place
133,Capitol Hill,38.88362076,-76.99847748,European Wax Center,5c7ab782c5b11c002ba0f29e,38.883559000000005,-76.99547,Spa
134,Capitol Hill,38.88362076,-76.99847748,Cafe 8,4a43936df964a52092a61fe3,38.88301532238792,-76.99487822757587,Mediterranean Restaurant
135,Capitol Hill,38.88362076,-76.99847748,Good Stuff Eatery,4a42c077f964a5202fa61fe3,38.88675161901138,-77.00182870095,Burger Joint
136,Capitol Hill,38.88362076,-76.99847748,Lavagna,4e1cec54a809ef911eb77991,38.88155491501278,-76.99507020024208,Italian Restaurant
137,Capitol Hill,38.88362076,-76.99847748,Nooshi,518c3628498e7d087647370b,38.88186288255072,-76.99468836611553,Asian Restaurant
138,Capitol Hill,38.88362076,-76.99847748,Pure Barre,531b8074498e8024af0f3ffe,38.883437600000015,-76.99522403926943,Gym
139,Capitol Hill,38.88362076,-76.99847748,American Legion Post 8,4ad64f8cf964a520730621e3,38.885229372080914,-77.00222798576867,Bar
140,Capitol Hill,38.88362076,-76.99847748,The Miracle Theatre,5111a55ae4b0d9f7bdeed943,38.88172297871082,-76.99505790723383,Movie Theater
141,Capitol Hill,38.88362076,-76.99847748,The Fridge DC,4a8890f7f964a520ef0620e3,38.882153434854246,-76.9943153711468,Art Gallery
142,Capitol Hill,38.88362076,-76.99847748,Spring Mill Bread Co.,4ecd46b602d5579951c0f208,38.88117689639756,-76.99510320539473,Bakery
143,Capitol Hill,38.88362076,-76.99847748,Capitol Supreme Market,4aecd704f964a520adcb21e3,38.883177046758746,-77.00071091152469,Deli / Bodega
144,Capitol Hill,38.88362076,-76.99847748,Trattoria Alberto of Capitol Hill,4b5a64c6f964a52033c228e3,38.88244453316054,-76.99493182077603,Italian Restaurant
145,Capitol Hill,38.88362076,-76.99847748,Joselito,58758ba58cb34e376c4663df,38.88497242775683,-76.99660418376219,Spanish Restaurant
146,Capitol Hill,38.88362076,-76.99847748,Capitol Hill Hotel,4aea823bf964a520c3bb21e3,38.8862533,-77.00313899999999,Hotel
147,Capitol Hill,38.88362076,-76.99847748,Orangetheory Fitness,5b9d1be4b23dfa002cf47963,38.88564465163806,-76.99615405310904,Gym / Fitness Center
148,Capitol Hill,38.88362076,-76.99847748,Sushi Capitol,51bbae58498e3cdc72c6f699,38.88661614421479,-77.00117281778049,Sushi Restaurant
149,Capitol Hill,38.88362076,-76.99847748,DC Locos Food Truck,53209685498e021fb55099ad,38.88102288010602,-77.00205862857031,Food Truck
150,Capitol Hill,38.88362076,-76.99847748,Sushi Hachi,59e2aa4dc4df1d667eacb19d,38.880041,-76.995334,Sushi Restaurant
151,Capitol Hill,38.88362076,-76.99847748,Eastern Market Nails,4b537e07f964a520a99f27e3,38.88673489891228,-76.99589456431569,Spa
152,Capitol Hill,38.88362076,-76.99847748,Bowers Fancy Dairy Products,4c1d2afb63750f4707ceb767,38.886404130545884,-76.99638831159466,Cheese Shop
153,Capitol Hill,38.88362076,-76.99847748,Tunnicliff's Tavern,40b13b00f964a52079f71ee3,38.886604731129914,-76.99591845273972,Pub
154,Capitol Hill,38.88362076,-76.99847748,Lola's Barracks Bar & Grill,4b79ebf3f964a5206b1a2fe3,38.88087138860568,-76.99520230293274,Bar
155,Capitol Hill,38.88362076,-76.99847748,Howl To The Chief,4fe75111e4b01b7b6c5ce2ea,38.88013258123962,-76.99506436159636,Pet Store
156,Capitol Hill,38.88362076,-76.99847748,Young Chow,4b06e1c6f964a5201bf222e3,38.88702446637323,-77.00170751004676,Chinese Restaurant
157,Capitol Hill,38.88362076,-76.99847748,Roland's Grocery,4ae10bfbf964a520d78421e3,38.886421854182835,-77.0008950475959,Deli / Bodega
158,Capitol Hill,38.88362076,-76.99847748,Marion Dog Park,4bdf4ed1e75c0f476aa9ca03,38.88303897060042,-76.99899903244433,Dog Run
159,Capitol Hill,38.88362076,-76.99847748,Prego Deli,4b5c965cf964a520433829e3,38.88694414070819,-76.99616121959713,Deli / Bodega
160,Capitol Hill,38.88362076,-76.99847748,Capital One Bank,4de91c2488774aa92cb0b5f6,38.88690328654799,-77.00082153081894,Bank
161,Capitol Hill,38.88362076,-76.99847748,Souk,55298d22498e1232f5227b13,38.880949,-76.995272,Café
162,Capitol Hill,38.88362076,-76.99847748,Santa Rosa Taqueria,59567c06db2aeb08866c82d8,38.88660879266113,-77.00143323977126,Taco Place
163,Capitol Hill,38.88362076,-76.99847748,La Lomita Dos,4b623a57f964a520713d2ae3,38.88705209844948,-77.00170591432568,Mexican Restaurant
164,Capitol Hill,38.88362076,-76.99847748,Starbucks,4ae5ae88f964a5206ca121e3,38.886983905133505,-77.00220399668049,Coffee Shop
165,Capitol Hill,38.88362076,-76.99847748,Homebody,4bae5db3f964a5208ea83be3,38.880675702874925,-76.99509119649686,Furniture / Home Store
166,Capitol Hill,38.88362076,-76.99847748,Folger Park,4b9f9d89f964a520152f37e3,38.88473042034849,-77.0030597296834,Park
167,Capitol Hill,38.88362076,-76.99847748,Hawk 'n' Dove,4f32831719836c91c7df040a,38.88648909722026,-77.00108908898106,Bar
168,Capitol Hill,38.88362076,-76.99847748,Boxcar Tavern,4edd597f9adfe5cbe2b5cbfd,38.8865596213092,-76.99595865018654,Gastropub
169,Capitol Hill,38.88362076,-76.99847748,Calomiris Fruit & Vegetable,4e43d0f545dd60ca5ce5dbfa,38.886445,-76.99624944,Farmers Market
170,Capitol Hill,38.88362076,-76.99847748,Blue Iris Flowers,4e43cfdad22de4060eed5813,38.886596000000004,-76.99648,Flower Shop
171,Capitol Hill,38.88362076,-76.99847748,Call Your Mother,5e961ddc0af88a00088409ad,38.881107329162674,-76.99516743421555,Bagel Shop
172,Capitol Hill,38.88362076,-76.99847748,The Ugly Mug,4a613961f964a5201ec21fe3,38.880451330190226,-76.99532713738022,Bar
173,Dupont Park,38.87263041,-76.96281843,7-Eleven,56799363498e4b9797cf8363,38.8697888,-76.9597765,Convenience Store
174,Dupont Park,38.87263041,-76.96281843,Planet Fitness,5c1534d973fe25002cc8c71f,38.869740266813565,-76.9601159482026,Gym / Fitness Center
175,Dupont Park,38.87263041,-76.96281843,T-Mobile,541f6198498e141e89409158,38.86975,-76.959779,Mobile Phone Shop
176,Dupont Park,38.87263041,-76.96281843,Wells Fargo,4d3713e0c47db1f7fa7feca5,38.869971333669945,-76.96021020412445,Bank
177,Dupont Park,38.87263041,-76.96281843,Subway Sandwich Shop,4c644fb611c4a5937902e911,38.8698325,-76.9601516,Sandwich Place
178,Dupont Park,38.87263041,-76.96281843,CVS pharmacy,4be346ad660ec92854a6cb3b,38.87205530815296,-76.96096493802189,Pharmacy
179,Dupont Park,38.87263041,-76.96281843,Moruss Seafood & Crabs,4d8e89b6d265236a33570d17,38.87292678120349,-76.9662497845158,Seafood Restaurant
180,Dupont Park,38.87263041,-76.96281843,Penn branch Liquors,4e594bca1495a891127d3b7b,38.87203278842245,-76.9610640654354,Liquor Store
181,Dupont Park,38.87263041,-76.96281843,Patron,4c76da84947ca1cd188f4537,38.872091790467394,-76.96088578856343,Convenience Store
182,Dupont Park,38.87263041,-76.96281843,Super Star Carryout,4bf0358b51f2c9b6cd56f192,38.87205524678369,-76.96092652074688,Restaurant
183,Dupont Park,38.87263041,-76.96281843,Pennsylania & 31,4c9108e957e5b60c973f5d1c,38.87011738923084,-76.96218223314959,Intersection
184,Dupont Park,38.87263041,-76.96281843,Branch Ave & Pennsylvania Ave SE,52bf25e411d23a8f618f2cb6,38.869247,-76.960394,Intersection
185,Dupont Park,38.87263041,-76.96281843,Capital Bikeshare - Branch & Pennsylvania Ave SE,4e4edc2a81308c328c680c7d,38.869220697226126,-76.95960198759389,Bike Rental / Bike Share
186,Dupont Park,38.87263041,-76.96281843,Oconnor's Liquor,4e33438be4cdf7a42ca5013d,38.876224517822266,-76.96585083007812,Liquor Store
187,Twining,38.87558791,-76.96084721,CVS pharmacy,4be346ad660ec92854a6cb3b,38.87205530815296,-76.96096493802189,Pharmacy
188,Twining,38.87558791,-76.96084721,Capital Bikeshare - Randle Circle & Minnesota Ave SE,4e5d8e52091a58e787370e61,38.87802124830538,-76.96052670478821,Bike Rental / Bike Share
189,Twining,38.87558791,-76.96084721,Patron,4c76da84947ca1cd188f4537,38.872091790467394,-76.96088578856343,Convenience Store
190,Twining,38.87558791,-76.96084721,Super Star Carryout,4bf0358b51f2c9b6cd56f192,38.87205524678369,-76.96092652074688,Restaurant
191,Twining,38.87558791,-76.96084721,Penn branch Liquors,4e594bca1495a891127d3b7b,38.87203278842245,-76.9610640654354,Liquor Store
